Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Remetschwil;5453;0;Remetschwil;4039;AG;2667623.785;1251174.517;de;01.07.2008
Dietikon;8953;0;Spreitenbach;4040;AG;2671199.468;1250877.894;de;01.07.2008
Spreitenbach;8957;0;Spreitenbach;4040;AG;2670032.554;1252260.113;de;01.07.2008
Stetten AG;5608;0;Stetten (AG);4041;AG;2665278.325;1250664.893;de;01.07.2008
Siggenthal Station;5301;0;Untersiggenthal;4044;AG;2660432.861;1262980.215;de;01.07.2008
Kirchdorf AG;5416;0;Untersiggenthal;4044;AG;2662696.141;1261507.491;de;01.07.2008
Untersiggenthal;5417;0;Untersiggenthal;4044;AG;2661600.104;1261774.794;de;01.07.2008
Wettingen;5430;0;Wettingen;4045;AG;2668100.937;1257270.343;de;01.07.2008
Mägenwil;5506;0;Wohlenschwil;4046;AG;2660516.058;1252384.558;de;01.07.2008
Wohlenschwil;5512;0;Wohlenschwil;4046;AG;2661448.926;1252255.234;de;01.07.2008
Würenlingen;5303;0;Würenlingen;4047;AG;2660923.164;1264785.727;de;01.07.2008
Wettingen;5430;0;Würenlos;4048;AG;2668029.565;1255525.999;de;01.07.2008
Würenlos;5436;0;Würenlos;4048;AG;2669653.854;1255587.092;de;01.07.2008
Kloster Fahr;8109;0;Würenlos;4048;AG;2675514.358;1251314.319;de;01.07.2008
Ehrendingen;5420;0;Ehrendingen;4049;AG;2668268.601;1260930.02;de;01.07.2008
Arni AG;8905;3;Arni (AG);4061;AG;2674169.204;1240970.163;de;01.07.2008
Rudolfstetten;8964;0;Berikon;4062;AG;2671688.074;1245739.064;de;01.07.2008
Berikon;8965;0;Berikon;4062;AG;2671647.98;1245126.546;de;01.07.2008
Bremgarten AG;5620;0;Bremgarten (AG);4063;AG;2667303.296;1245289.038;de;01.07.2008
Hermetschwil-Staffeln;5626;0;Bremgarten (AG);4063;AG;2668644.385;1242509.328;de;01.07.2008
Büttikon AG;5619;0;Büttikon;4064;AG;2662697.623;1242287.414;de;01.07.2008
Hendschiken;5604;0;Dottikon;4065;AG;2659580.25;1249500.197;de;01.07.2008
Dottikon;5605;0;Dottikon;4065;AG;2660930.074;1247411.32;de;01.07.2008
Eggenwil;5445;0;Eggenwil;4066;AG;2667931.665;1247087.821;de;01.07.2008
Fischbach-Göslikon;5525;0;Fischbach-Göslikon;4067;AG;2665980.313;1246799.488;de;01.07.2008
Tägerig;5522;0;Hägglingen;4068;AG;2663224.139;1248958.95;de;01.07.2008
Hägglingen;5607;0;Hägglingen;4068;AG;2661779.765;1249212.493;de;01.07.2008
Jonen;8916;0;Jonen;4071;AG;2672771.489;1239207.58;de;01.07.2008
Niederwil AG;5524;0;Niederwil (AG);4072;AG;2664462.263;1247427.129;de;01.07.2008
Nesselnbach;5524;2;Niederwil (AG);4072;AG;2664804.408;1249343.855;de;01.07.2008
Oberlunkhofen;8917;0;Oberlunkhofen;4073;AG;2672698.541;1240698.969;de;01.07.2008
Oberwil-Lieli;8966;0;Oberwil-Lieli;4074;AG;2672012.569;1243649.841;de;01.07.2008
Rudolfstetten;8964;0;Rudolfstetten-Friedlisberg;4075;AG;2671683.924;1246820.673;de;01.07.2008
Sarmenstorf;5614;0;Sarmenstorf;4076;AG;2661419.467;1240350.09;de;01.07.2008
Bettwil;5618;0;Sarmenstorf;4076;AG;2662309.188;1239312.87;de;01.07.2008
Tägerig;5522;0;Tägerig;4077;AG;2663431.376;1249977.013;de;01.07.2008
Uezwil;5619;2;Uezwil;4078;AG;2663404.105;1240771.546;de;01.07.2008
Unterlunkhofen;8918;0;Unterlunkhofen;4079;AG;2672044.262;1241737.355;de;01.07.2008
Dottikon;5605;0;Villmergen;4080;AG;2660399.715;1246717.166;de;01.07.2008
Wohlen AG;5610;0;Villmergen;4080;AG;2661981.176;1244659.696;de;01.07.2008
Anglikon;5611;0;Villmergen;4080;AG;2661624.724;1245944.001;de;01.07.2008
Villmergen;5612;0;Villmergen;4080;AG;2660455.471;1244422.525;de;01.07.2008
Hilfikon;5613;0;Villmergen;4080;AG;2660849.437;1242521.905;de;01.07.2008
Widen;8967;0;Widen;4081;AG;2669352.373;1246898.658;de;01.07.2008
Wohlen AG;5610;0;Wohlen (AG);4082;AG;2664008.542;1244771.673;de;01.07.2008
Anglikon;5611;0;Wohlen (AG);4082;AG;2662178.55;1246354.428;de;01.07.2008
Villmergen;5612;0;Wohlen (AG);4082;AG;2662010.516;1244964.367;de;01.07.2008
Zufikon;5621;0;Zufikon;4083;AG;2669369.481;1244429.465;de;01.07.2008
Islisberg;8905;2;Islisberg;4084;AG;2675742.718;1242043.384;de;01.07.2008
Auenstein;5105;0;Auenstein;4091;AG;2652093.947;1252202.132;de;01.07.2008
Birr;5242;1;Birr;4092;AG;2658273.532;1253775.374;de;01.07.2008
Birrhard;5244;0;Birrhard;4093;AG;2660687.082;1254198.979;de;01.07.2008
Schinznach Bad;5116;0;Brugg;4095;AG;2655138.201;1256127.407;de;01.07.2008
Brugg AG;5200;0;Brugg;4095;AG;2657667.891;1259391.39;de;01.07.2008
Windisch;5210;0;Brugg;4095;AG;2657971.42;1258865.389;de;01.07.2008
Umiken;5222;0;Brugg;4095;AG;2656267.024;1259155.935;de;01.07.2008
Habsburg;5245;0;Habsburg;4099;AG;2656335.088;1257043.54;de;01.07.2008
Windisch;5210;0;Hausen (AG);4100;AG;2658037.863;1258195.498;de;01.07.2008
Hausen AG;5212;0;Hausen (AG);4100;AG;2658031.192;1257153.753;de;01.07.2008
Hausen AG;5212;0;Lupfig;4104;AG;2658497.716;1256100.837;de;01.07.2008
Lupfig;5242;2;Lupfig;4104;AG;2657671.995;1254764.682;de;01.07.2008
Scherz;5246;0;Lupfig;4104;AG;2656496.267;1255581.003;de;01.07.2008
Mandach;5318;0;Mandach;4105;AG;2656446.24;1267053.464;de;01.07.2008
Effingen;5078;0;Mönthal;4106;AG;2651361.353;1262831.755;de;01.07.2008
Mönthal;5237;0;Mönthal;4106;AG;2652502.768;1262977.344;de;01.07.2008
Mülligen;5243;0;Mülligen;4107;AG;2660480.706;1256039.884;de;01.07.2008
Remigen;5236;0;Remigen;4110;AG;2655806.812;1263165.546;de;01.07.2008
Riniken;5223;0;Riniken;4111;AG;2656342.508;1260704.936;de;01.07.2008
Brugg AG;5200;0;Rüfenach;4112;AG;2659714.804;1261922.398;de;01.07.2008
Rüfenach AG;5235;0;Rüfenach;4112;AG;2658206.395;1261637.331;de;01.07.2008
Thalheim AG;5112;0;Thalheim (AG);4117;AG;2649190.148;1254652.823;de;01.07.2008
Veltheim AG;5106;0;Veltheim (AG);4120;AG;2653331.707;1253511.148;de;01.07.2008
Stilli;5233;0;Villigen;4121;AG;2659702.81;1263390.092;de;01.07.2008
Villigen;5234;0;Villigen;4121;AG;2657136.819;1264568.967;de;01.07.2008
Schinznach Dorf;5107;0;Villnachern;4122;AG;2654261.183;1257323.98;de;01.07.2008
Villnachern;5213;0;Villnachern;4122;AG;2654198.565;1258021.652;de;01.07.2008
Umiken;5222;0;Villnachern;4122;AG;2656560.169;1258986.636;de;01.07.2008
Bözberg;5225;1;Villnachern;4122;AG;2654944.751;1258921.98;de;01.07.2008
Windisch;5210;0;Windisch;4123;AG;2658916.869;1258697.922;de;01.07.2008
Bözberg;5225;1;Bözberg;4124;AG;2653693.211;1259647.495;de;01.07.2008
Remigen;5236;0;Bözberg;4124;AG;2655715.322;1261517.966;de;01.07.2008
Mönthal;5237;0;Bözberg;4124;AG;2653798.127;1262177.795;de;01.07.2008
Schinznach Dorf;5107;0;Schinznach;4125;AG;2652332.602;1256253.282;de;01.07.2008
Oberflachs;5108;0;Schinznach;4125;AG;2651652.8;1254311.359;de;01.07.2008
Beinwil am See;5712;0;Beinwil am See;4131;AG;2658066.964;1235207.884;de;01.07.2008
Birrwil;5708;0;Birrwil;4132;AG;2656982.087;1238191.08;de;01.07.2008
Dürrenäsch;5724;0;Dürrenäsch;4134;AG;2653980.679;1241169.426;de;01.07.2008
Unterkulm;5726;0;Dürrenäsch;4134;AG;2652338.717;1241072.472;de;01.07.2008
Schmiedrued;5046;1;Gontenschwil;4135;AG;2651698.768;1235212.225;de;01.07.2008
Walde AG;5046;2;Gontenschwil;4135;AG;2652434.9;1233221.521;de;01.07.2008
Gontenschwil;5728;0;Gontenschwil;4135;AG;2653308.871;1235437.139;de;01.07.2008
Holziken;5043;0;Holziken;4136;AG;2644965.261;1241159.977;de;01.07.2008
Leimbach AG;5733;0;Leimbach (AG);4137;AG;2655186.677;1236222.178;de;01.07.2008
Boniswil;5706;0;Leutwil;4138;AG;2655974.177;1240656.989;de;01.07.2008
Leutwil;5725;0;Leutwil;4138;AG;2655605.661;1239910.057;de;01.07.2008
Burg AG;5736;0;Menziken;4139;AG;2656045.51;1231743.246;de;01.07.2008
Menziken;5737;0;Menziken;4139;AG;2657177.725;1231936.183;de;01.07.2008
Oberkulm;5727;0;Oberkulm;4140;AG;2651854.419;1238688.918;de;01.07.2008
Reinach AG;5734;0;Reinach (AG);4141;AG;2655717.059;1234995.188;de;01.07.2008
Schlossrued;5044;0;Schlossrued;4142;AG;2649326.776;1237586.566;de;01.07.2008
Schmiedrued;5046;1;Schmiedrued;4143;AG;2650835.684;1235747.238;de;01.07.2008
Walde AG;5046;2;Schmiedrued;4143;AG;2651304.076;1233903.32;de;01.07.2008
Schöftland;5040;0;Schöftland;4144;AG;2646941.087;1239658.664;de;01.07.2008
Teufenthal AG;5723;0;Teufenthal (AG);4145;AG;2652148.937;1242196.872;de;01.07.2008
Dürrenäsch;5724;0;Teufenthal (AG);4145;AG;2653376.045;1242643.416;de;01.07.2008
Gränichen;5722;0;Unterkulm;4146;AG;2650166.887;1242993.258;de;01.07.2008
Teufenthal AG;5723;0;Unterkulm;4146;AG;2650452.299;1242887.287;de;01.07.2008
Unterkulm;5726;0;Unterkulm;4146;AG;2650705.408;1241115.722;de;01.07.2008
Zetzwil;5732;0;Zetzwil;4147;AG;2654527.242;1237794.277;de;01.07.2008
Eiken;5074;0;Eiken;4161;AG;2641509.451;1265472.029;de;01.07.2008
Frick;5070;0;Frick;4163;AG;2643194.357;1262058.722;de;01.07.2008
Gansingen;5272;0;Gansingen;4164;AG;2652187.835;1265582.583;de;01.07.2008
Wölflinswil;5063;0;Gipf-Oberfrick;4165;AG;2642370.044;1259013.277;de;01.07.2008
Gipf-Oberfrick;5073;0;Gipf-Oberfrick;4165;AG;2642803.006;1260033.727;de;01.07.2008
Laufenburg;5080;0;Kaisten;4169;AG;2646282.845;1267035.192;de;01.07.2008
Kaisten;5082;0;Kaisten;4169;AG;2645519.124;1265316.315;de;01.07.2008
Ittenthal;5083;0;Kaisten;4169;AG;2646868.395;1263213.646;de;01.07.2008
Laufenburg;5080;0;Laufenburg;4170;AG;2646761.092;1267487.312;de;01.07.2008
Rheinsulz;5084;0;Laufenburg;4170;AG;2648727.172;1267139.884;de;01.07.2008
Sulz AG;5085;0;Laufenburg;4170;AG;2649723.451;1265122.373;de;01.07.2008
Münchwilen AG;4333;0;Münchwilen (AG);4172;AG;2639434.669;1265096.803;de;01.07.2008
Oberhof;5062;0;Oberhof;4173;AG;2642969.642;1254742.844;de;01.07.2008
Oeschgen;5072;0;Oeschgen;4175;AG;2643613.625;1263956.701;de;01.07.2008
Schwaderloch;5326;0;Schwaderloch;4176;AG;2652963.555;1270625.266;de;01.07.2008
Sisseln AG;4334;0;Sisseln;4177;AG;2641065.612;1266920.308;de;01.07.2008
Wittnau;5064;0;Wittnau;4181;AG;2639919.468;1258630.292;de;01.07.2008
Densbüren;5026;0;Wölflinswil;4182;AG;2644329.254;1257011.589;de;01.07.2008
Wölflinswil;5063;0;Wölflinswil;4182;AG;2642486.54;1257215.106;de;01.07.2008
Zeihen;5079;0;Zeihen;4183;AG;2649350.352;1257796.893;de;01.07.2008
Oberhofen AG;5273;0;Mettauertal;4184;AG;2651806.388;1267517.046;de;01.07.2008
Mettau;5274;0;Mettauertal;4184;AG;2651773.673;1268984.2;de;01.07.2008
Etzgen;5275;0;Mettauertal;4184;AG;2650909.607;1269591.124;de;01.07.2008
Wil AG;5276;0;Mettauertal;4184;AG;2654085.111;1268895.382;de;01.07.2008
Hottwil;5277;0;Mettauertal;4184;AG;2654693.577;1266175.763;de;01.07.2008
Hornussen;5075;0;Böztal;4185;AG;2647315.197;1261185.484;de;01.07.2008
Bözen;5076;0;Böztal;4185;AG;2649014.874;1260758.136;de;01.07.2008
Elfingen;5077;0;Böztal;4185;AG;2650022.174;1262365.22;de;01.07.2008
Effingen;5078;0;Böztal;4185;AG;2650797.231;1260516.093;de;01.07.2008
Herznach;5027;0;Herznach-Ueken;4186;AG;2645914.432;1258059.624;de;01.07.2008
Ueken;5028;0;Herznach-Ueken;4186;AG;2645652.217;1259714.896;de;01.07.2008
Ammerswil AG;5600;3;Ammerswil;4191;AG;2657981.137;1246643.678;de;01.07.2008
Boniswil;5706;0;Boniswil;4192;AG;2656816.726;1240332.485;de;01.07.2008
Birrwil;5708;0;Boniswil;4192;AG;2657225.452;1239009.404;de;01.07.2008
Brunegg;5505;0;Brunegg;4193;AG;2658855.57;1252549.097;de;01.07.2008
Dintikon;5606;0;Dintikon;4194;AG;2659144.621;1245875.869;de;01.07.2008
Seon;5703;0;Egliswil;4195;AG;2655388.709;1245114.379;de;01.07.2008
Egliswil;5704;0;Egliswil;4195;AG;2656928.371;1244808.965;de;01.07.2008
Fahrwangen;5615;0;Fahrwangen;4196;AG;2660879.972;1238024.705;de;01.07.2008
Hallwil;5705;0;Hallwil;4197;AG;2655787.09;1242168.79;de;01.07.2008
Hendschiken;5604;0;Hendschiken;4198;AG;2658733.473;1248490.147;de;01.07.2008
Holderbank AG;5113;0;Holderbank (AG);4199;AG;2655445.356;1253554.672;de;01.07.2008
Hunzenschwil;5502;0;Hunzenschwil;4200;AG;2651578.101;1248215.606;de;01.07.2008
Lenzburg;5600;0;Lenzburg;4201;AG;2655562.057;1247985.763;de;01.07.2008
Fahrwangen;5615;0;Meisterschwanden;4202;AG;2660220.181;1238696.836;de;01.07.2008
Meisterschwanden;5616;0;Meisterschwanden;4202;AG;2659736.121;1237988.655;de;01.07.2008
Tennwil;5617;0;Meisterschwanden;4202;AG;2659538.134;1239898.307;de;01.07.2008
Wildegg;5103;0;Möriken-Wildegg;4203;AG;2654667.166;1252013.978;de;01.07.2008
Möriken AG;5103;2;Möriken-Wildegg;4203;AG;2656890.636;1251906.361;de;01.07.2008
Wildegg;5103;0;Niederlenz;4204;AG;2654881.341;1251470.013;de;01.07.2008
Niederlenz;5702;0;Niederlenz;4204;AG;2655040.334;1250678.296;de;01.07.2008
Othmarsingen;5504;0;Othmarsingen;4205;AG;2658671.13;1250519.891;de;01.07.2008
Hendschiken;5604;0;Othmarsingen;4205;AG;2659410.418;1249502.569;de;01.07.2008
Rupperswil;5102;0;Rupperswil;4206;AG;2652470.826;1250484;de;01.07.2008
Wildegg;5103;0;Rupperswil;4206;AG;2653891.524;1251469.594;de;01.07.2008
Schafisheim;5503;0;Schafisheim;4207;AG;2652843.753;1247401.056;de;01.07.2008
Seengen;5707;0;Seengen;4208;AG;2658276.645;1242321.824;de;01.07.2008
Seon;5703;0;Seon;4209;AG;2654425.387;1244458.993;de;01.07.2008
Staufen;5603;0;Staufen;4210;AG;2654404.665;1247484.164;de;01.07.2008
Abtwil AG;5646;0;Abtwil;4221;AG;2669298.254;1225091.083;de;01.07.2008
Aristau;5628;0;Aristau;4222;AG;2670348.632;1238167.401;de;01.07.2008
Muri AG;5630;0;Aristau;4222;AG;2668169.285;1238654.363;de;01.07.2008
Beinwil (Freiamt);5637;0;Auw;4223;AG;2668859.316;1229640.722;de;01.07.2008
Mühlau;5642;0;Auw;4223;AG;2671070.332;1230846.333;de;01.07.2008
Meienberg;5643;3;Auw;4223;AG;2670551.984;1228540.356;de;01.07.2008
Auw;5644;0;Auw;4223;AG;2670443.155;1229980.578;de;01.07.2008
Kleinwangen;6277;0;Auw;4223;AG;2667528.228;1228571.64;de;01.07.2008
Beinwil (Freiamt);5637;0;Beinwil (Freiamt);4224;AG;2668551.805;1231312.613;de;01.07.2008
Besenbüren;5627;0;Besenbüren;4226;AG;2668504.019;1240517.184;de;01.07.2008
Bettwil;5618;0;Bettwil;4227;AG;2662947.748;1238318.835;de;01.07.2008
Buttwil;5632;0;Bettwil;4227;AG;2664564.811;1236637.401;de;01.07.2008
Boswil;5623;0;Boswil;4228;AG;2666078.381;1238996.401;de;01.07.2008
Muri AG;5630;0;Boswil;4228;AG;2666568.375;1237281.961;de;01.07.2008
Buttwil;5632;0;Boswil;4228;AG;2665330.847;1237172.009;de;01.07.2008
Bünzen;5624;0;Bünzen;4229;AG;2667072.362;1240931.833;de;01.07.2008
Waldhäusern AG;5624;2;Bünzen;4229;AG;2666482.493;1242194.143;de;01.07.2008
Buttwil;5632;0;Buttwil;4230;AG;2665590.554;1235775.815;de;01.07.2008
Inwil;6034;0;Dietwil;4231;AG;2671400.572;1221740.377;de;01.07.2008
Dietwil;6042;0;Dietwil;4231;AG;2672659.705;1222512.023;de;01.07.2008
Geltwil;5637;2;Geltwil;4232;AG;2667171.804;1233541.364;de;01.07.2008
Kallern;5625;0;Kallern;4233;AG;2664355.705;1240477.587;de;01.07.2008
Merenschwand;5634;0;Merenschwand;4234;AG;2671574.568;1235219.783;de;01.07.2008
Benzenschwil;5636;0;Merenschwand;4234;AG;2670101.446;1233261.514;de;01.07.2008
Mühlau;5642;0;Mühlau;4235;AG;2672061.206;1231764.057;de;01.07.2008
Muri AG;5630;0;Muri (AG);4236;AG;2668097.065;1236586.983;de;01.07.2008
Oberrüti;5647;0;Oberrüti;4237;AG;2672639.397;1224847.781;de;01.07.2008
Rottenschwil;8919;0;Rottenschwil;4238;AG;2670107.21;1240840.125;de;01.07.2008
Sins;5643;0;Sins;4239;AG;2672084.748;1227758.319;de;01.07.2008
Sins;5643;0;Sins;4239;AG;2668795.985;1226815.946;de;01.07.2008
Alikon;5643;2;Sins;4239;AG;2669099.076;1227506.568;de;01.07.2008
Meienberg;5643;3;Sins;4239;AG;2671080.141;1227811.591;de;01.07.2008
Aettenschwil;5645;0;Sins;4239;AG;2670849.778;1226396.484;de;01.07.2008
Fenkrieden;5645;2;Sins;4239;AG;2670685.393;1223538.823;de;01.07.2008
Inwil;6034;0;Sins;4239;AG;2670925.064;1221949.464;de;01.07.2008
Ballwil;6275;0;Sins;4239;AG;2670196.079;1222362.469;de;01.07.2008
Waltenschwil;5622;0;Waltenschwil;4240;AG;2664872.069;1242931.037;de;01.07.2008
Hellikon;4316;0;Hellikon;4251;AG;2636073.87;1262116.66;de;01.07.2008
Hemmiken;4465;0;Hellikon;4251;AG;2635143.266;1260468.514;de;01.07.2008
Kaiseraugst;4303;0;Kaiseraugst;4252;AG;2622828.616;1265037.813;de;01.07.2008
Olsberg;4305;0;Magden;4253;AG;2626863.126;1263792.67;de;01.07.2008
Magden;4312;0;Magden;4253;AG;2627904.585;1263172.929;de;01.07.2008
Möhlin;4313;0;Möhlin;4254;AG;2631306.45;1268532.566;de;01.07.2008
Mumpf;4322;0;Mumpf;4255;AG;2636085.508;1266123.17;de;01.07.2008
Obermumpf;4324;0;Obermumpf;4256;AG;2637662.211;1264277.081;de;01.07.2008
Olsberg;4305;0;Olsberg;4257;AG;2625270.669;1264323.49;de;01.07.2008
Kaiseraugst;4303;0;Rheinfelden;4258;AG;2624378.019;1265754.086;de;01.07.2008
Rheinfelden;4310;0;Rheinfelden;4258;AG;2627027.315;1266751.306;de;01.07.2008
Möhlin;4313;0;Rheinfelden;4258;AG;2629069.32;1269416.398;de;01.07.2008
Schupfart;4325;0;Schupfart;4259;AG;2639507.04;1262709.826;de;01.07.2008
Stein AG;4332;0;Stein (AG);4260;AG;2638490.039;1265677.364;de;01.07.2008
Wallbach;4323;0;Wallbach;4261;AG;2634330.962;1268867.168;de;01.07.2008
Wegenstetten;4317;0;Wegenstetten;4262;AG;2637330.625;1260748.758;de;01.07.2008
Zeiningen;4314;0;Zeiningen;4263;AG;2632943.284;1266073.811;de;01.07.2008
Zuzgen;4315;0;Zeiningen;4263;AG;2633851.372;1264597.902;de;01.07.2008
Wallbach;4323;0;Zeiningen;4263;AG;2634358.431;1267206.833;de;01.07.2008
Zuzgen;4315;0;Zuzgen;4264;AG;2635060.517;1263748.621;de;01.07.2008
Olten;4600;0;Aarburg;4271;AG;2635515.715;1243492.347;de;01.07.2008
Aarburg;4663;0;Aarburg;4271;AG;2635116.77;1241445.599;de;01.07.2008
Oftringen;4665;0;Aarburg;4271;AG;2635837.324;1240315.484;de;01.07.2008
Uerkheim;4813;0;Bottenwil;4273;AG;2642709.63;1238516.661;de;01.07.2008
Bottenwil;4814;0;Bottenwil;4273;AG;2642401.387;1237084.571;de;01.07.2008
Vordemwald;4803;0;Brittnau;4274;AG;2634833.573;1234464.703;de;01.07.2008
Brittnau;4805;0;Brittnau;4274;AG;2637089.024;1234028.666;de;01.07.2008
Pfaffnau;6264;0;Brittnau;4274;AG;2635725.653;1232737.844;de;01.07.2008
Kirchleerau;5054;1;Kirchleerau;4275;AG;2648006.697;1236409.114;de;01.07.2008
Uerkheim;4813;0;Kölliken;4276;AG;2643875.549;1240430.38;de;01.07.2008
Kölliken;5742;0;Kölliken;4276;AG;2644169.632;1242732.232;de;01.07.2008
Moosleerau;5054;2;Moosleerau;4277;AG;2647652.246;1235160.743;de;01.07.2008
Murgenthal;4853;0;Murgenthal;4279;AG;2629922.546;1235132.911;de;01.07.2008
Riken AG;4853;2;Murgenthal;4279;AG;2631957.272;1235976.476;de;01.07.2008
Glashütten;4856;0;Murgenthal;4279;AG;2631605.823;1233328.215;de;01.07.2008
Roggwil BE;4914;0;Murgenthal;4279;AG;2629998.521;1232078.608;de;01.07.2008
St. Urban;4915;0;Murgenthal;4279;AG;2631666.753;1231609.709;de;01.07.2008
Starrkirch-Wil;4656;0;Oftringen;4280;AG;2636611.335;1242544.254;de;01.07.2008
Oftringen;4665;0;Oftringen;4280;AG;2638095.555;1240373.149;de;01.07.2008
Zofingen;4800;0;Oftringen;4280;AG;2639243.309;1238790.476;de;01.07.2008
Attelwil;5056;0;Reitnau;4281;AG;2645373.044;1234840.749;de;01.07.2008
Reitnau;5057;0;Reitnau;4281;AG;2645300.392;1233624.022;de;01.07.2008
Strengelbach;4802;0;Rothrist;4282;AG;2636415.423;1238883.204;de;01.07.2008
Rothrist;4852;0;Rothrist;4282;AG;2633814.651;1238666.368;de;01.07.2008
Safenwil;5745;0;Safenwil;4283;AG;2641402.731;1241301.78;de;01.07.2008
Staffelbach;5053;0;Staffelbach;4284;AG;2645264.831;1236941.778;de;01.07.2008
Wittwil;5053;2;Staffelbach;4284;AG;2645106.473;1238038.459;de;01.07.2008
Strengelbach;4802;0;Strengelbach;4285;AG;2636681.148;1237030.896;de;01.07.2008
Mühlethal;4812;0;Uerkheim;4286;AG;2641339.899;1239350.844;de;01.07.2008
Uerkheim;4813;0;Uerkheim;4286;AG;2643202.187;1239325.425;de;01.07.2008
Vordemwald;4803;0;Vordemwald;4287;AG;2634390.11;1235705.326;de;01.07.2008
Rothrist;4852;0;Vordemwald;4287;AG;2635362.118;1238285.807;de;01.07.2008
Wiliberg;5058;0;Wiliberg;4288;AG;2643727.567;1235204.531;de;01.07.2008
Zofingen;4800;0;Zofingen;4289;AG;2639252.656;1237505.253;de;01.07.2008
Mühlethal;4812;0;Zofingen;4289;AG;2640655.708;1238882.03;de;01.07.2008
Bottenwil;4814;0;Zofingen;4289;AG;2641607.781;1236719.537;de;01.07.2008
Kleindöttingen;5314;0;Böttstein;4303;AG;2660201.216;1269024.554;de;01.07.2008
Böttstein;5315;0;Böttstein;4303;AG;2658667.314;1267213.604;de;01.07.2008
Döttingen;5312;0;Döttingen;4304;AG;2661166.323;1267422.95;de;01.07.2008
Endingen;5304;0;Endingen;4305;AG;2664411.283;1264418.067;de;01.07.2008
Unterendingen;5305;0;Endingen;4305;AG;2664446.245;1266474.184;de;01.07.2008
Fisibach;5467;0;Fisibach;4306;AG;2672746.639;1267848.744;de;01.07.2008
Full-Reuenthal;5324;0;Full-Reuenthal;4307;AG;2657470.281;1273266.914;de;01.07.2008
Klingnau;5313;0;Klingnau;4309;AG;2661013.182;1271217.622;de;01.07.2008
Koblenz;5322;0;Klingnau;4309;AG;2659419.663;1272074.16;de;01.07.2008
Koblenz;5322;0;Koblenz;4310;AG;2660659.305;1273053.792;de;01.07.2008
Leibstadt;5325;0;Leibstadt;4311;AG;2655559.332;1270977.752;de;01.07.2008
Lengnau AG;5426;0;Lengnau (AG);4312;AG;2666516.035;1264352.893;de;01.07.2008
Leuggern;5316;0;Leuggern;4313;AG;2658630.129;1271037.374;de;01.07.2008
Hettenschwil;5317;0;Leuggern;4313;AG;2656735.705;1269354.735;de;01.07.2008
Mellikon;5465;0;Mellikon;4314;AG;2668444.285;1268337.403;de;01.07.2008
Schneisingen;5425;0;Schneisingen;4318;AG;2669881.717;1264550.222;de;01.07.2008
Siglistorf;5462;0;Siglistorf;4319;AG;2671690.57;1266004.728;de;01.07.2008
Tegerfelden;5306;0;Tegerfelden;4320;AG;2663742.215;1268108.849;de;01.07.2008
Rietheim;5323;0;Zurzach;4324;AG;2662661.007;1272360.908;de;01.07.2008
Bad Zurzach;5330;0;Zurzach;4324;AG;2664402.476;1271603.105;de;01.07.2008
Rekingen AG;5332;0;Zurzach;4324;AG;2666430.706;1268951.746;de;01.07.2008
Baldingen;5333;0;Zurzach;4324;AG;2665843.919;1267496.05;de;01.07.2008
Böbikon;5334;0;Zurzach;4324;AG;2667575.861;1267172.523;de;01.07.2008
Wislikofen;5463;0;Zurzach;4324;AG;2669898.772;1267342.303;de;01.07.2008
Rümikon AG;5464;0;Zurzach;4324;AG;2670601.679;1268752.318;de;01.07.2008
Kaiserstuhl AG;5466;0;Zurzach;4324;AG;2673837.86;1269037.306;de;01.07.2008
Arbon;9320;0;Arbon;4401;TG;2749697.129;1264193.139;de;01.07.2008
Frasnacht;9320;2;Arbon;4401;TG;2748299.822;1265673.272;de;01.07.2008
Stachen;9320;3;Arbon;4401;TG;2748592.021;1263847.931;de;01.07.2008
Dozwil;8582;0;Dozwil;4406;TG;2741656.834;1271130.961;de;01.07.2008
Steinebrunn;9314;0;Egnach;4411;TG;2743258.203;1266428.993;de;01.07.2008
Neukirch (Egnach);9315;0;Egnach;4411;TG;2745397.691;1265631.008;de;01.07.2008
Winden;9315;2;Egnach;4411;TG;2744740.186;1263924.229;de;01.07.2008
Egnach;9322;0;Egnach;4411;TG;2746326.362;1267288.128;de;01.07.2008
Hefenhofen;8580;7;Hefenhofen;4416;TG;2741132.202;1269250.042;de;01.07.2008
Horn;9326;0;Horn;4421;TG;2752337.307;1262180.396;de;01.07.2008
Kesswil;8593;0;Kesswil;4426;TG;2741110.6;1272660.422;de;01.07.2008
Freidorf TG;9306;0;Roggwil (TG);4431;TG;2746878.117;1261184.447;de;01.07.2008
Lömmenschwil;9308;0;Roggwil (TG);4431;TG;2745564.73;1261548.986;de;01.07.2008
Neukirch (Egnach);9315;0;Roggwil (TG);4431;TG;2746917.829;1265578.384;de;01.07.2008
Frasnacht;9320;2;Roggwil (TG);4431;TG;2748366.008;1264998.406;de;01.07.2008
